epoch,train_loss,val_loss,lr
1,90.30017274618149,82.11661186218262,0.01
2,84.39396355368875,132.76742935180664,0.01
3,128.20231420343572,109.35352935791016,0.01
4,185.30589086359197,202.91741027832032,0.01
5,86.33547106656161,121.75396642684936,0.01
6,106.8830434625799,70.31889457702637,0.01
7,90.09061813354492,135.13518371582032,0.01
8,55.53555956753817,89.63237648010254,0.01
9,67.6980788490989,55.18436508178711,0.01
10,51.753095626831055,59.302782201766966,0.01
11,48.72214282642711,36.389039039611816,0.01
12,26.825782689181242,26.514871978759764,0.01
13,19.05147257718173,17.285965156555175,0.01
14,9.04076879674738,9.360703775286675,0.01
15,6.563392183997414,4.297416138648987,0.01
16,5.47191228649833,3.462655806541443,0.01
17,2.9158607612956655,2.3467057585716247,0.01
18,2.032634101130746,2.540408742427826,0.01
19,1.795145945115523,2.215029788017273,0.01
20,1.487433140928095,2.498214101791382,0.01
21,1.22939425165003,2.0085381984710695,0.01
22,1.3682980754158713,3.4848315358161925,0.01
23,2.3458232202313165,3.006897655129433,0.01
24,1.3938420035622336,1.9769935846328734,0.01
25,1.2790576111186633,1.6075702786445618,0.01
26,1.0746891661123796,2.129162096977234,0.001
27,0.8617824045094576,1.6654390037059783,0.001
28,0.9097410223700784,1.2332030974328518,0.001
29,0.9873620027845557,1.730819082260132,0.001
30,1.0013650818304582,1.1944223701953889,0.001
31,0.7819054438309236,1.139149996638298,0.001
32,0.7647231708873402,1.0722432494163514,0.001
33,0.6148953058502891,1.5125863030552864,0.001
34,0.6859299919822,1.5382374823093414,0.001
35,0.7181434360417452,1.4628485918045044,0.001
36,0.8567227992144498,1.3317965120077133,0.001
37,0.8404442559589039,1.329213982820511,0.001
38,0.7468098104000092,1.6155778467655182,0.001
39,0.8218567588112571,1.348649537563324,0.001
40,0.6618104549971494,1.0229252219200133,0.001
41,0.8112831467931921,1.41941556930542,0.001
42,0.7317066951231523,1.291801543533802,0.001
43,0.8264058286493475,1.4791270583868026,0.001
44,0.5835504802790555,1.0721567779779435,0.001
45,0.6257131208073009,1.167199730873108,0.001
