epoch,train_loss,val_loss,max_loss,lr
1,0.19119396963424487,0.0552753495461414,0.24300554394721985,0.01
2,0.06852531840187252,0.053681862949500225,0.13904093205928802,0.01
3,0.0657338678553078,0.047484725045308304,0.1471899449825287,0.01
4,0.06521265701383938,0.05045873270459418,0.12012431025505066,0.01
5,0.06542217268331631,0.049510419635081536,0.14217212796211243,0.01
6,0.06451302317614124,0.06114971904063467,0.15483839809894562,0.01
7,0.0646094127262986,0.07548137333560254,0.23666945099830627,0.01
8,0.06568178177996555,0.04025935494543716,0.1411716490983963,0.01
9,0.06452079271755802,0.044897685092066264,0.12169107794761658,0.01
10,0.0652410783724864,0.06373608301692674,0.2098187357187271,0.01
11,0.06715813880049479,0.05306523669909727,0.2879948914051056,0.01
12,0.06655951389351845,0.05043614212066155,0.37844783067703247,0.01
13,0.06601591987182966,0.05049638484168207,0.18765833973884583,0.01
14,0.06529841795151811,0.060519099870449226,0.193345308303833,0.01
15,0.06417275462940299,0.05072113597676213,0.12426100671291351,0.01
16,0.06640788358327285,0.04690225938218216,0.1209414005279541,0.01
17,0.06501553790913826,0.04194911331886845,0.15419724583625793,0.01
18,0.06545745696259218,0.044823297897415626,0.17518556118011475,0.01
19,0.06517627309888821,0.04357201888524958,0.12110896408557892,0.01
20,0.06552700778236041,0.07113664441250567,0.16039997339248657,0.01
21,0.06588793936338852,0.049493908481775505,0.3303648829460144,0.01
22,0.06558427791035659,0.05101584453768066,0.3827548623085022,0.01
23,0.06542896310036833,0.04804805972410634,0.3200235366821289,0.01
24,0.06569635196925308,0.051321931130070636,0.3122616410255432,0.01
25,0.06399960061008939,0.06002869430544522,0.14406082034111023,0.01
26,0.05934174601171687,0.03780404882972916,0.11609882861375809,0.001
27,0.05869731872001576,0.04010135233677181,0.11190099269151688,0.001
28,0.058026874538611724,0.03291251422748025,0.17893409729003906,0.001
