epoch,train_loss,val_loss,lr
1,0.06702398153814368,0.09592845828794168,0.01
2,0.02269529186434481,0.07668784475767514,0.01
3,0.01842169473855591,0.05995080280903144,0.01
4,0.01762900636408158,0.06756040452788752,0.01
5,0.016164758555913372,0.04244770809758387,0.01
6,0.016480948867395356,0.05258612437328009,0.01
7,0.015959204526304276,0.05518996476683855,0.01
8,0.015883288489927625,0.05437597969311278,0.01
9,0.01621926577462351,0.051685451550959015,0.01
10,0.016215642857659317,0.04136049914235496,0.01
11,0.014378667740527663,0.040592177751395536,0.001
12,0.013911815040328181,0.04200309028158929,0.001
13,0.014007037297478023,0.03770567621391951,0.001
14,0.014102313376535055,0.0399312958884311,0.001
15,0.013994905692413979,0.03692064653725801,0.001
16,0.013911385152289334,0.03632788334100743,0.001
17,0.013865404298770728,0.0348206052103596,0.001
18,0.01375020714627015,0.03690719974636807,0.001
19,0.013582853919040625,0.034298793338407504,0.001
20,0.013961364834384813,0.03357031459903277,0.001
21,0.013936017201028961,0.03415911822686398,0.001
22,0.013755527760874386,0.0324404798269255,0.001
23,0.013727823578980447,0.043195302620619894,0.001
24,0.013392255376372666,0.03187483158285157,0.001
25,0.013633545440019832,0.03061760542493493,0.001
26,0.013709893184091734,0.03112514837608527,0.001
27,0.013720745929042473,0.03116472867943055,0.001
28,0.013445226662582433,0.03174520157844232,0.001
29,0.013644859430442094,0.029907750177578664,0.001
30,0.01375100534863823,0.03887156744526856,0.001
31,0.013490173803357404,0.02985879766098392,0.001
32,0.013495198444368918,0.03309766967438655,0.001
33,0.013597464648281628,0.030699864011650615,0.001
34,0.01347267264686645,0.029874276797601348,0.001
35,0.013409994059802064,0.03206963910853086,0.001
36,0.013627501653737027,0.030627974349001132,0.001
37,0.013409508447528962,0.029166469203886092,0.001
38,0.01341534252269488,0.03179848107792639,0.001
39,0.013450339917524003,0.029581782029358197,0.001
40,0.013411649313422848,0.03338317792576524,0.001
41,0.013459158896572595,0.03143677162146757,0.001
42,0.013331809596400864,0.028710722018605524,0.001
43,0.013563183276373545,0.030328932714070677,0.001
44,0.013491243253876272,0.03881155514769839,0.001
45,0.013497471829829407,0.030476712440112495,0.001
46,0.013583029721959166,0.02935608935188951,0.001
47,0.013244701905345593,0.029824975776312178,0.001
48,0.013313901630513433,0.032023333156122324,0.001
49,0.013454104744840661,0.03377601567091959,0.001
50,0.013416594916472442,0.031419680525369226,0.001
51,0.013370822617282707,0.030741077724350505,0.001
52,0.013382922477113519,0.027467640008811044,0.001
53,0.013493672691482817,0.027603695557609827,0.001
54,0.013230493565175978,0.03046671685086653,0.001
55,0.013247756863444602,0.027636383915409804,0.001
56,0.013292672520225628,0.02763743543119383,0.001
57,0.013391702222470086,0.029788651223103684,0.001
58,0.013383631485654432,0.02733385972313987,0.001
59,0.013338444914411468,0.02820059335201485,0.001
60,0.013298773958923125,0.027109653472967715,0.001
61,0.013448227174084674,0.02671475419129458,0.001
62,0.013490644809678726,0.027309639678836005,0.001
63,0.013368912388704683,0.02609731465667845,0.001
64,0.013321738371480043,0.027515321455233877,0.001
65,0.01332008791155512,0.02650120879834832,0.001
66,0.01329731263985089,0.03084270753028118,0.001
67,0.01313884013492958,0.033469787577212036,0.001
68,0.013358377397007485,0.02708711220002004,0.001
69,0.01313817465474638,0.025927886746947217,0.001
70,0.013130472552120262,0.02655583372794047,0.001
71,0.013271508866462922,0.02963920614642865,0.001
72,0.013184853731441144,0.02725720660780635,0.001
73,0.013271344506967599,0.02892399443515453,0.001
74,0.013191383421599019,0.03181900738048401,0.001
75,0.013144146331169284,0.02548216215856598,0.001
76,0.013321765252972819,0.02693362004987626,0.001
77,0.013302429593026908,0.03195087939461536,0.001
78,0.013216912391697153,0.028574652850616677,0.001
79,0.013253956281605883,0.026789453783891647,0.001
80,0.013210857339958517,0.029157926533259004,0.001
81,0.01315449309890658,0.03787434589908829,0.001
