epoch,train_loss,val_loss,max_loss,lr
1,0.05741400046946815,0.03194179259003501,0.10099028050899506,0.001
2,0.05496111918808275,0.029421816913349164,0.08622011542320251,0.001
3,0.05471759300029102,0.028985204266184922,0.10331633687019348,0.001
4,0.05505344327035788,0.030418165193052748,0.08199550956487656,0.001
5,0.055270121631919605,0.026388321095919477,0.0999133437871933,0.001
6,0.054489727502720804,0.02980652623345931,0.08722788840532303,0.001
7,0.05399719513357784,0.03027029416774747,0.0880691260099411,0.001
8,0.0535005649611244,0.030291037381423906,0.09325911104679108,0.001
9,0.05337061855887092,0.03875323500470482,0.10642917454242706,0.001
10,0.053213345495576644,0.02423208507939458,0.08711878955364227,0.001
11,0.05356083849001063,0.024512553060035535,0.09917937964200974,0.001
12,0.05372022895064635,0.03467094719519914,0.10233774781227112,0.001
13,0.0526518753068453,0.028954375279221917,0.09287948906421661,0.001
14,0.053296003449497704,0.023839113101916477,0.0771314799785614,0.001
15,0.05264987757644577,0.026582768372504034,0.07933279871940613,0.001
16,0.053181530198388956,0.02667521487756519,0.07944886386394501,0.001
17,0.05269711014771198,0.03181543424931729,0.08148372173309326,0.001
18,0.05235076862723734,0.030932958421685707,0.08280739933252335,0.001
19,0.05339243574896301,0.027823706600828804,0.08340725302696228,0.001
20,0.05284315836673067,0.02661844889540569,0.08647775650024414,0.001
21,0.05312750341842084,0.026303369488319676,0.0732271820306778,0.001
22,0.05291362941558004,0.040982070052480786,0.10563915967941284,0.001
23,0.05271808684549548,0.021901903236697245,0.07898135483264923,0.001
24,0.053144038789871284,0.03217153683239491,0.08737341314554214,0.001
25,0.052603621726869366,0.027811709246718466,0.07783594727516174,0.001
26,0.05274218698867416,0.03013868414198918,0.0854543000459671,0.001
27,0.0520139085334847,0.023879158853577293,0.07847078144550323,0.001
28,0.05284425199343033,0.021969290073906033,0.0667535662651062,0.001
29,0.05258312611554632,0.024831714223712904,0.08115022629499435,0.001
30,0.0520691833154502,0.02434088254254655,0.0833883136510849,0.001
31,0.05157621561593081,0.03271976957781536,0.0866217315196991,0.001
32,0.05183750811131346,0.023223915814363647,0.09568863362073898,0.001
33,0.05288433520631357,0.026535041294339014,0.07940008491277695,0.001
34,0.05293354126384495,0.025187502046394063,0.07707163691520691,0.001
35,0.05269987637712563,0.025495308242580162,0.07987569272518158,0.001
36,0.052244057627143084,0.02301022554215085,0.09908674657344818,0.001
37,0.051988861782142216,0.02074327054725637,0.07701319456100464,0.001
38,0.051520859342095895,0.02003329156853286,0.06559404730796814,0.001
39,0.05173113415846075,0.019213115275799678,0.06694784015417099,0.001
40,0.05150173134479388,0.023188356079016828,0.08431698381900787,0.001
41,0.05155065085931111,0.020337844944500614,0.08858295530080795,0.001
42,0.05223484708485937,0.019391098151643284,0.08249837160110474,0.001
43,0.0519539251905255,0.032370790944012,0.10096973180770874,0.001
44,0.05128941593659671,0.01979602311181104,0.07380959391593933,0.001
45,0.05159447853583888,0.028201476950885734,0.08906838297843933,0.001
46,0.05101211528987132,0.025806046891751325,0.08683297038078308,0.001
47,0.051920970595219794,0.02164149033404007,0.0924028530716896,0.001
48,0.05179066881445907,0.025731646060613688,0.07227658480405807,0.001
49,0.052230352073614955,0.03547830631564684,0.09778532385826111,0.001
50,0.05189624323717865,0.02889462209193249,0.10433585941791534,0.001
51,0.05103075725120247,0.020111345950637797,0.1082150936126709,0.001
52,0.05103931703698576,0.02314879923605281,0.08010194450616837,0.001
53,0.0517147153899696,0.020805054694771546,0.08710799366235733,0.001
54,0.05129721874934083,0.022633488377645557,0.0763319581747055,0.001
55,0.051260725455473034,0.01919520218518126,0.09517602622509003,0.001
56,0.05153108059133447,0.019901031600758158,0.07928838580846786,0.001
57,0.05214773242062081,0.027909416374595788,0.07184846699237823,0.001
58,0.05156303771728014,0.01977760599053214,0.07819714397192001,0.001
59,0.051263868973501193,0.021186654370903585,0.07921801507472992,0.001
60,0.051605538401011314,0.023122862294982994,0.08100899308919907,0.001
61,0.05146238453118748,0.029592465341256112,0.08604969084262848,0.001
62,0.05163075143118968,0.024224035534234478,0.08058854937553406,0.001
63,0.05138658552318445,0.02533864843116977,0.07193000614643097,0.001
64,0.051593275264784216,0.021696860780011575,0.07364927977323532,0.001
65,0.05076935220766053,0.028324040752660304,0.08841066062450409,0.001
66,0.051171992486686024,0.02478003671832685,0.0691966861486435,0.001
67,0.05157120210514461,0.02420414686443566,0.07842834293842316,0.001
68,0.051988279984701034,0.019497264931803204,0.07547265291213989,0.001
69,0.051667881173056526,0.019998593700919096,0.0640614926815033,0.001
70,0.05113837405288688,0.022092266028877552,0.08833443373441696,0.001
71,0.05039375682684069,0.026831244399454925,0.07974207401275635,0.001
72,0.05124386671372216,0.021777446751183798,0.07367542386054993,0.001
73,0.05117751934384831,0.023429745644145402,0.0771356076002121,0.001
74,0.05144705635744905,0.02058229881349085,0.06859700381755829,0.001
75,0.051181564501118305,0.02198312747527629,0.07722511887550354,0.001
76,0.05064305987584357,0.023330151119760868,0.06469669938087463,0.001
77,0.051217521213599154,0.020336193359041126,0.08684977889060974,0.001
78,0.0507605114507807,0.023684823366631223,0.08631560206413269,0.001
79,0.05127697040988201,0.018569506130892633,0.0699056014418602,0.001
80,0.05116515513051859,0.026363272666656223,0.07450105249881744,0.001
81,0.051200622118350476,0.017996893042691628,0.06165558099746704,0.001
82,0.05135707549878948,0.019244853229299738,0.06724224984645844,0.001
83,0.051284052459042544,0.02301351483945642,0.0720663070678711,0.001
84,0.050602977575976815,0.019070053040960672,0.06026332452893257,0.001
85,0.05141926635541846,0.019525112943359516,0.06738241016864777,0.001
86,0.051076669566314986,0.02949427189545988,0.0767737329006195,0.001
87,0.0512164609932343,0.01837904268456451,0.06057790666818619,0.001
88,0.05111940119058553,0.021219820174220194,0.07439696788787842,0.001
89,0.05023254724608446,0.018115545126413616,0.07185618579387665,0.001
90,0.05074569901236372,0.021346705402952113,0.07014346122741699,0.001
91,0.05087299653642447,0.020258244517090906,0.08712640404701233,0.001
92,0.05108963745744574,0.021183242665679364,0.07695303112268448,0.001
93,0.05013453851039785,0.01841090613206319,0.07263880968093872,0.001
94,0.05029771705581383,0.019180688311988523,0.062191691249608994,0.001
95,0.05130716287862756,0.02153024442212113,0.07979674637317657,0.001
96,0.05106886338067289,0.021380019653416703,0.08056887984275818,0.001
97,0.05107503672215072,0.019412836749828334,0.08042769134044647,0.001
98,0.05023334847410788,0.018059166291783602,0.06071106344461441,0.001
99,0.05078113959136554,0.032848298003230365,0.09634366631507874,0.001
100,0.0501373777079055,0.025695853639820184,0.08086639642715454,0.001
101,0.05091517184304957,0.030441565509555634,0.08130726218223572,0.001
102,0.05009644720657598,0.022628064961533485,0.07763160765171051,0.001
103,0.0509236091267345,0.01790889477137325,0.0749889463186264,0.001
104,0.049624316611713945,0.020145684244399855,0.08573363721370697,0.001
105,0.05056088174068591,0.020662389034096056,0.07256186008453369,0.001
106,0.050607080550759076,0.023628898929783943,0.07155226171016693,0.001
107,0.05047171720342496,0.02113583551314264,0.07407256960868835,0.001
108,0.050349231891755095,0.02158074272277583,0.07712246477603912,0.001
109,0.0512655708728317,0.017847702782635484,0.07554672658443451,0.001
110,0.051056056702166286,0.019747748191733038,0.0839238241314888,0.001
111,0.05032135370697744,0.02004260662513548,0.06822250783443451,0.0001
112,0.04952525474355357,0.020130757804327677,0.07008096575737,0.0001
113,0.04964528305121956,0.021307618438860754,0.06763538718223572,0.0001
114,0.049648096038975936,0.017533210037461725,0.0710001289844513,0.0001
115,0.049627817807952515,0.019084521512607477,0.0701841190457344,0.0001
116,0.04982304084744003,0.01751183958490451,0.06733827292919159,0.0001
117,0.04931264479829946,0.020950867224835218,0.06769553571939468,0.0001
118,0.04988110706173524,0.017821799492896483,0.06722792983055115,0.0001
119,0.04919584212637065,0.0219190165098083,0.068916454911232,0.0001
120,0.05027597576507919,0.019670555046742363,0.06523837149143219,0.0001
121,0.0491028182478553,0.022022646706640666,0.06482268869876862,0.0001
122,0.04947659986537563,0.024780805669450012,0.06788377463817596,0.0001
123,0.04908806975262757,0.01978321996005424,0.06734175980091095,0.0001
124,0.049089020735948036,0.020637668385703075,0.07161566615104675,0.0001
125,0.04871756712510193,0.019709654762392444,0.06600772589445114,0.0001
126,0.04870825495195623,0.018945296932479223,0.06420248746871948,0.0001
127,0.048796729145786685,0.017675170454976744,0.06127798557281494,0.0001
128,0.048776453022252426,0.020259762305690737,0.0626215785741806,0.0001
129,0.04942381644680986,0.020850434816851386,0.06451251357793808,0.0001
130,0.048479795336943,0.019108715004930308,0.06786520034074783,0.0001
131,0.04901903344853724,0.02041942540837995,0.06890398263931274,0.0001
132,0.048948367265870006,0.021582894108852724,0.06492502242326736,0.0001
133,0.04954502838423489,0.02112825279213433,0.06490126997232437,0.0001
134,0.048977123564269386,0.01831154795483827,0.06692955642938614,0.0001
135,0.048584974755324806,0.02094072405235134,0.06935296207666397,0.0001
136,0.04935150950030408,0.017290369845493748,0.07006876170635223,0.0001
137,0.04893269349365548,0.018013041527474443,0.06560595333576202,0.0001
138,0.04850144712689175,0.01819976290079638,0.06423965096473694,0.0001
139,0.04964332532192551,0.01811764728212626,0.06440314650535583,0.0001
140,0.04876260025568618,0.018634004388657498,0.06302722543478012,0.0001
141,0.04950005212611077,0.02382848281464866,0.06395798921585083,0.0001
142,0.048981831500567584,0.017752963144888903,0.061274852603673935,0.0001
143,0.04953404820778153,0.01737056096424641,0.06109725683927536,0.0001
144,0.049021636611834646,0.019981098574383453,0.06772486865520477,0.0001
145,0.04879801998633425,0.01981103855332985,0.06606590002775192,0.0001
146,0.04883405631430978,0.02131232916552752,0.07131393253803253,0.0001
147,0.04928843124657503,0.02162279191897749,0.0609109103679657,0.0001
148,0.049014729395032805,0.018633896246126328,0.06152138113975525,0.0001
149,0.0493579888899401,0.021290162794731858,0.06672772765159607,0.0001
150,0.04887585079924407,0.017224398944217616,0.05888007953763008,0.0001
151,0.04860707197603781,0.019024918648857636,0.06360726058483124,0.0001
152,0.04927638445406493,0.019167082996375692,0.0735330656170845,0.0001
153,0.04877805375294984,0.018872675178331973,0.06376095116138458,0.0001
154,0.048568625980187255,0.019151549369210163,0.06320606917142868,0.0001
155,0.04851131234318018,0.01861810698423095,0.06799368560314178,0.0001
156,0.048159633845511904,0.017807455898375967,0.06419143080711365,0.0001
