epoch,train_loss,val_loss,lr
1,0.33239141580952725,0.20583313176509485,0.001
2,0.14192283010457696,0.08557136781340421,0.001
3,0.06418363832979622,0.052486599430210834,0.001
4,0.050584604606572825,0.04775593765513148,0.001
5,0.04909477348154691,0.059498710088547346,0.001
6,0.050592038471618465,0.04457885418231635,0.001
7,0.045904881813095336,0.04927033589531978,0.001
8,0.04642532312870991,0.04153563528386659,0.001
9,0.044316556875309256,0.041919207027138666,0.001
10,0.04186772560300257,0.054331987641405226,0.001
11,0.04153927654351248,0.04188518578821952,0.001
12,0.040825344401368285,0.040293396483067165,0.001
13,0.04106912872913279,0.04146259674412567,0.001
14,0.03895271875306848,0.04262788254089018,0.001
15,0.03910053052898458,0.057254303290053855,0.001
16,0.03914173721417862,0.038174727444298735,0.001
17,0.037013197255591074,0.03384092648679665,0.001
18,0.03808116831170115,0.035791661128286245,0.001
19,0.03733807693324848,0.034879703208255446,0.001
20,0.03742853948880238,0.04497253400988357,0.001
21,0.03576791599342223,0.03657061756090369,0.001
22,0.035276505951359484,0.04192739687932208,0.001
23,0.035438060210390414,0.045167130360365376,0.001
24,0.03881055234275141,0.03452950786048359,0.001
25,0.033811364447157544,0.035583269529679946,0.001
26,0.03539744825367792,0.040368787523777795,0.001
27,0.03656435278280508,0.03327709668886292,0.001
28,0.03396329634769824,0.03868095168497327,0.001
29,0.033708940834347445,0.040217195406498374,0.001
30,0.035609439619179874,0.033371538638548796,0.001
31,0.033068831051564704,0.03594203320396847,0.001
32,0.03253784439637485,0.04785516577982163,0.001
33,0.032842981115760464,0.04115601573969678,0.001
34,0.03285584810920967,0.0424782370809148,0.001
35,0.03411840509328933,0.035992181195711445,0.001
36,0.03270338099314759,0.029747186597732667,0.001
37,0.03252638556627759,0.03272668572229355,0.001
38,0.03278686850961452,0.032937496864460694,0.001
39,0.03137463974884658,0.02962028697248577,0.001
40,0.03345586795364675,0.03398577996363589,0.001
41,0.03224513388523552,0.03160733039772441,0.001
42,0.03130006360992731,0.04328062261505298,0.001
43,0.031127132011524405,0.033113886385636275,0.001
44,0.032378393580046495,0.03485224342565666,0.001
45,0.03184913954555197,0.033429892186811846,0.001
46,0.03228303398502692,0.03319996966828787,0.001
47,0.03068726608491083,0.029491320422078058,0.001
48,0.031769862929310826,0.031152916075878365,0.001
49,0.03148658539034629,0.03243084290866242,0.001
50,0.02982731592368547,0.034315330604481144,0.001
51,0.03038028610081272,0.032227534930719885,0.001
52,0.030936507300661945,0.028462958036625918,0.001
53,0.02994950328244215,0.04172670670474569,0.001
54,0.029415389278317303,0.0319373366394073,0.001
55,0.029727500581684392,0.031054573855543322,0.001
56,0.02960529577601074,0.030748699631094355,0.001
57,0.029340239462486126,0.033247471756352356,0.001
58,0.02925156323731409,0.038010377819512706,0.001
59,0.030081242219776573,0.03270428593075553,0.001
60,0.029528049898690935,0.03257416386532691,0.001
61,0.029640184146583738,0.048559824748383475,0.001
62,0.029643610480526182,0.0311315968098451,0.001
63,0.029541524768314793,0.039610215892307746,0.001
64,0.023185509094006955,0.026937256215226857,0.0001
65,0.02163654617323429,0.02784531191713357,0.0001
66,0.021139868588181975,0.026592203665004914,0.0001
67,0.020041575080201202,0.02464105516614378,0.0001
68,0.020040705617290433,0.027541441366423006,0.0001
69,0.019730084842171067,0.026369292014675548,0.0001
70,0.019895328959773435,0.023759165551340163,0.0001
71,0.01945776602635136,0.025212267715151806,0.0001
72,0.019215073870190953,0.02441665398447897,0.0001
73,0.019582874410052256,0.024401840472290683,0.0001
74,0.018971768864569222,0.02639790207089842,0.0001
75,0.01857571637890075,0.026498221927647326,0.0001
76,0.018497747238821933,0.02454927362602695,0.0001
77,0.01840571308366163,0.024625288936230103,0.0001
78,0.01813401033259793,0.02466131400230319,0.0001
79,0.01822097972246524,0.02658744384498559,0.0001
80,0.018545104124054912,0.02553348379866617,0.0001
81,0.018143166941735372,0.026326620824952688,0.0001
82,0.01749537401130529,0.024968714016496904,1e-05
83,0.017455667224736796,0.025045594807836958,1e-05
84,0.01726538124325362,0.02473560253576946,1e-05
85,0.01720233983722144,0.025254145273649994,1e-05
86,0.017550956873449985,0.025436768755894297,1e-05
87,0.017101198863394926,0.025326513501187396,1e-05
88,0.016775411084098885,0.025189563798061174,1e-05
89,0.0167077195461492,0.025148836722554163,1e-05
